STATUS,ASSET_ID,ASSET_NAME,ASSET_ADDR,SITE_NAME,SITE_CODE,SHAREBLDG_,SHAREBLDG1,ASSET_GROU,ASSET_GR_1,ASSET_TYPE,ASSET_SUBT,ASSET_SU_1,ASSET_SU_2,CITYOWNED,CITYUSE_DE,OCCUPANT,MAINTAINED,OPA_ID,OPA_OWNER,BLDG_SQFT,BLDG_SQFTU,BLDG_FL,BLDG_YR,SITE_ACRES,SERVING_TY,PCPC_DIST,COUNCIL_DI,EDITNOTE1,EDITNOTE2,EDITDATE,EDITSOURCE,EDITSOUR_1,EDITOR,TBD_PARK,BLDG_AGE,COUNCIL__1,NOT_PUBLIC,URL,SITE_CODE2,LAT,LNG
A,1044,Chamounix Cottage,3250 Chamounix Dr,West Fairmount Park,17012E,0, ,A11, ,B1,C21, ,Historic House\Site,Y,Owned,PPR,PPR, , ,0.0,0,0,0,0.0,C,West Park,4.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,4,N, , ,40.00384938799805,-75.19812636500546
A,1045,Chamounix Mansion,3250 Chamounix Dr,West Fairmount Park,17013E,0, ,A11, ,B1,C21, ,Historic House\Site,Y,Owned,PPR,PPR, , ,0.0,0,0,0,0.0,C,West Park,4.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,4,N, , ,40.00378947491529,-75.19627467736854
A,1046,Falls Road House,3599 Conshohochen Avenue,West Fairmount Park,17018E,0, ,A11, ,B1,C21, ,Historic House\Site,Y,Owned,PPR,PPR,783359600,CITY OF PHILA,0.0,0,0,0,0.0,C,West Park,4.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,4,N, , ,40.00504606406912,-75.20215002794663
A,1047,Ferry Road Tool House,3849 Ferry Rd,East Fairmount Park,17229E,0, ,A11, ,B1,C21, ,Historic House\Site,Y,Owned,PPR,PPR,784390400,CITY OF PHILA,0.0,0,0,0,0.0,C,North,4.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,4,N, , ,40.00736695942835,-75.19133743280523
A,1048,Button Historic House,4516 Ridge Avenue,East Fairmount Park,17009E,0, ,A11, ,B1,C21, ,Historic House\Site,Y,Owned,PPR,PPR,381114705,CITY OF PHILA,0.0,0,0,1960,0.0,C,Lower Northwest,4.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,53,4,N, , ,40.010864570499876,-75.20070411704124
A,1049,Legacy Youth Tennis and Education Building,4842 Ridge Avenue,Gustine Recreation Center, ,0, ,A11,A11.3,B1,C49, ,Recreation Building,Y,Lessor,Legacy Youth Tennis,PPR,784377400,CITY OF PHILA,126624.0,0,2,0,0.0,C,Lower Northwest,4.0,"On City-owned land and building. 40 yr lease to LYT&E. Built mostly w/ private funds, some Capital funds","Fomerly Arthur Ashe Youth Tennis and Education, Inc. (AAYTE)",2013-02-15 00:00:00,DPP,2013-02-14 00:00:00,mw,0,0,4,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=875, ,40.01280462728556,-75.20312328903638
A,1050,Colony Castle Philly Canoe Club Building,4900 Ridge Avenue,East Fairmount Park,17015E,0, ,A11,A11.3,B1,C49, ,Recreation Building,Y,Owned,PPR,PPR,784377500,FAIRMOUNT PARK,0.0,0,0,0,0.0,C,Lower Northwest,4.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,4,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=875, ,40.0136389971456,-75.20753498959853
A,1058,Fernhill Daycamp Building,Morris & Apsley Streets,Fernhill Park,17621E,0, ,A11,A11.3,B1,C49, ,Recreation Building,Y,Owned,PPR,PPR,785353700,CITY OF PHILA,2570.0,0,2,0,0.0,C,Upper Northwest,8.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,8,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=757, ,40.02033392133275,-75.1669466353224
A,1060,Lauretha Vaird Boys/Girls Club / Tabor Rams Athletic Club Building,4800 Whitaker Ave,Lauretha Vaird Boys/Girls Club Recreation Center,17282E,0, ,A11,A11.3,B1,C49, ,Recreation Building,Y,Owned,PPR,PPR, , ,0.0,0,0,0,0.0,C,North,7.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,7,N, , ,40.02213015691258,-75.1128184111863
A,1062,Loudoun Mansion,4650 Germantown Avenue,Loudoun Park,17028E,0, ,A11, ,B1,C21, ,Historic House\Site,Y,Owned,PPR,PPR,785237600,CITY OF PHILA T/F U/W,0.0,0,0,1939,0.0,C,Upper Northwest,8.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,74,8,N, , ,40.025693514444036,-75.16068630720682
A,1065,Rittenhouse Town #207,207 Lincoln Drive,Rittenhouse Town,17037E,0, ,A11, ,B1,C21, ,Historic House\Site,Y,Owned,PPR,PPR,784484300,CITY OF PHILA,0.0,0,0,1867,0.0,C,Lower Northwest,4.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,146,4,N, , ,40.02948134957695,-75.18972654170776
A,1066,Rittenhouse Town #207a,207a Lincoln Drive,Rittenhouse Town,17038E,0, ,A11, ,B1,C21, ,Historic House\Site,Y,Owned,PPR,PPR,784484300,CITY OF PHILA,0.0,0,0,1867,0.0,C,Lower Northwest,4.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,146,4,N, , ,40.02954993829278,-75.18957908905604
A,1077,Tacony Maintenance Building,5658 Rising Sun Avenue,Tacony Creek Park,17283E,0, ,A11,A11.3,B1,C49, ,Recreation Building,Y,Owned,PPR,PPR,786458200,FAIRMOUNT PARK COMM,0.0,0,0,1915,0.0,M,Lower Northeast,9.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,98,9,N, , ,40.03753549894176,-75.11303094025342
A,1078,Holmesburg Playground Building,4500 Rhawn Street,Holmesburg Playground,16195E,0, ,A11,A11.3,B1,C49, ,Recreation Building,Y,Owned,PPR,PPR,786455200,CITY OF PHILA,4000.0,0,1,0,0.0,C,North Delaware,6.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,6,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=763, ,40.036390283976594,-75.02640165863309
A,1079,Fisher Park Playground Building,6000 N 05TH ST,Fisher Park,16675E,0, ,A11,A11.3,B1,C49, ,Recreation Building,Y,Owned,PPR,PPR,785548200,CITY OF PHILA,3008.0,0,1,1909,0.0,C,Upper North,9.0, , ,2012-08-28 00:00:00,"FAMIS 6/11, PPR Data",2012-08-28 00:00:00,vm,0,104,9,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=866, ,40.043385423299796,-75.13136721147694
A,1081,Rocky Falls Day Camp Building,Frankford Avenue & Solly,Frankford Avenue & Solly Playground,17293E,0, ,A11,A11.3,B1,C49, ,Recreation Building,Y,Owned,Public use,PPR,786152600,CITY OF PHILA,0.0,0,0,0,0.0,C,North Delaware,6.0,Changed to North Delaware Plan Dist.,PPR listed as Rocky Falls Day Camp.,2013-03-04 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,6,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=817, ,40.044146166570435,-75.02111034158737
A,1085,Allens Lane Recreational/Art Center Building,601 Allens La,Allens Lane Art Center,17610E,0, ,A11,A11.3,B1,C49, ,Recreation Building,Y,Owned,PPR,PPR,784003700,FAIRMOUNT PARK COMM,11640.0,0,3,1891,0.0,C,Upper Northwest,8.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,122,8,N, , ,40.05197810944882,-75.2031371274449
A,1822,Bridesburg Recreation Center,4625 Richmond Street,Bridesburg Recreation Center, ,0, ,A11,A11.3,B3,C50,D11,Recreation Center,Y,Owned,Public use,PPR,786457700,CITY OF PHILA-PARK,0.0,0,0,0,7.96878719,C,River Wards,6.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,6,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=715, ,39.99921571316233,-75.0675689925263
A,1832,Clifford Park,6331 WISSAHICKON AVE,Clifford Park, ,0, ,A11,A11.2,B3,C36, ,Neighborhood Park,Y,Owned,Public use,PPR,784484650,FAIRMOUNT PARK COMM,0.0,0,0,0,40.5203514,C,Upper Northwest,8.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,8,N, , ,40.03453445662064,-75.18921915672564
A,1833,Cliveden Building,501 E Johnson Street,Cliveden Park, ,0, ,A11,A11.3,B1,C49, ,Recreation Building,Y,Owned,PPR,PPR,784202400,CITY OF PHILA,3567.0,0,0,0,0.0,C,Upper Northwest,8.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,8,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=782, ,40.051183531818936,-75.17788030728704
A,1834,Cobbs Creek Driving Range & Sports Center,7900 City Line Ave,Cobbs Creek Golf Course & Driving Range, ,0, ,A11,A11.3,B3,C13, ,Golf Driving Range,Y,Owned,Public use,PPR,783096700,CITY OF PHILA,0.0,0,0,0,10.69207,C,West Park,4.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,4,N, , ,39.97388153487087,-75.27846880512406
A,1835,Cobbs Creek Environmental Center,700 COBBS CREEK PKY,Cobbs Creek Park & Rec Center, ,0, ,A11, ,B3,C34, ,Multi-Use\Office Building,Y,Owned,Public use,PPR,783500200,CITY OF PHILA,0.0,0,0,0,0.0,C,West,3.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,3,N, , ,39.95137569335817,-75.2498311633274
A,1836,Cobbs Creek Recreation Center,250 S 63RD ST,Cobbs Creek Park & Rec Center, ,0, ,A11,A11.3,B3,C50,D18,Recreation Center,Y,Owned,Public use,PPR,783097300,CITY OF PHILA,0.0,0,0,0,7.73104286,C,West,3.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,3,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=885, ,39.958298239201454,-75.24937192436398
A,1837,Cobbs Creek Parkway,Cobbs Creek Parkway,Cobbs Creek Parkway, ,0, ,A11,A11.2,B3,C54, ,Regional\Metro Park,Y,Owned,Public use,PPR, , ,0.0,0,0,0,851.4890747,C,University Southwest,3.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,3,N, , ,39.942332034104105,-75.24328963276501
A,1849,"Emanuel, Dorthy Recreation Center",8500 Pickering Avenue,Dorthy Emanuel Recreation Center, ,0, ,A11,A11.3,B3,C50,D18,Recreation Center,Y,Owned,Public use,PPR,784362600,SCHOOL DISTRICT OF PHILA,0.0,0,0,0,3.67764306,C,Upper North,9.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,9,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=735, ,40.08174341620927,-75.17589930779033
A,1850,Eakins Oval,2500 BENJ FRANKLIN PKY,Eakins Oval, ,0, ,A11,A11.2,B3,C30, ,Linear Park\Parkway,Y,Owned,Public use,PPR, , ,0.0,0,0,0,7.71330308,C,Central,5.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,5,N, , ,39.96392414383766,-75.17864708567468
A,1851,East Poplar Playground,800-82 N 08th Street,East Poplar Playground, ,0, ,A11,A11.3,B3,C50,D18,Recreation Center,Y,Owned,Public use,PPR,781561500,CITY OF PHILA,0.0,0,0,0,4.84107494,C,Central,5.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,5,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=733, ,39.96683675333804,-75.15131808684063
A,1852,"Gathers, Hank YAC",2501-19 W Diamond Street,Hank Gathers YAC, ,0, ,A11,A11.3,B3,C50,D18,Recreation Center,Y,Owned,Public use,PPR,784108500,CITY OF PHILA,0.0,0,0,0,3.70281195,C,Lower North,5.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,5,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=750, ,39.987786991948504,-75.17490688700835
A,1853,Feltonville Recreation Center,231-37 E Wyoming Avenue,Feltonville Recreation Center, ,0, ,A11,A11.3,B3,C50,D18,Recreation Center,Y,Owned,Public use,PPR,785531500,CITY OF PHILA,0.0,0,0,0,3.28013491,C,North,7.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,7,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=736, ,40.02194274571805,-75.12082109517824
A,1854,Ferko Playground,1101 E CAYUGA ST,Ferko Playground, ,0, ,A11,A11.3,B3,C50,D18,Recreation Center,Y,Owned,Public use,PPR,786066700,CITY OF PHILA,0.0,0,0,0,0.0,C,North,7.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,7,N, , ,40.01480945953163,-75.10433846569018
A,1855,Fisher Park Playground,6000 N 05TH ST,Fisher Park, ,0, ,A11,A11.3,B3,C50,D11,Recreation Center,Y,Owned,Public use,PPR,785548200,CITY OF PHILA,0.0,0,0,0,0.0,C,Upper North,9.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,9,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=866, ,40.04358237590039,-75.13130783503267
A,1856,Fishtown Recreation Center,1202-32 E Montgomery Ave,Fishtown Recreation Center, ,0, ,A11,A11.3,B3,C50,D18,Recreation Center,Y,Owned,Public use,PPR,781286100,CITY OF PHILA,0.0,0,0,0,1.44968199,C,River Wards,5.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,5,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=741, ,39.97170489016063,-75.12811517424754
A,1865,Guerin Recreation Center,2201 S 16th Street,Guerin Recreation Center, ,0, ,A11,A11.3,B3,C50,D18,Recreation Center,Y,Owned,Public use,PPR,782674300,CITY OF PHILA,0.0,0,0,0,2.09093499,C,South,2.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,2,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=754, ,39.92297706627518,-75.17306658098404
A,1866,Hammond & Nedro Fields,5901 HAMMOND AVE,Tacony Creek Park, ,0, ,A11,A11.3,B3,C87, ,Baseball Field,Y,Owned,Public use,PPR, , ,0.0,0,0,0,0.0,C,Upper North,9.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,9,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=806, ,40.040237315558244,-75.11561409719016
A,1867,Hancock Playground,147 Master Street,Hancock Playground, ,0, ,A11,A11.3,B3,C50,D18,Recreation Center,Y,Owned,Public use,PPR,781264000,CITY OF PHILA,0.0,0,0,0,1.79188096,C,Lower North,5.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,5,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=756, ,39.972903488747654,-75.13738220770017
A,1868,Happy Hollow Recreation Center,4740 Wayne Ave,Happy Hollow Recreation Center, ,0, ,A11,A11.3,B3,C50,D18,Recreation Center,Y,Owned,Public use,PPR,785509700,CITY OF PHILA,0.0,0,0,0,4.67884111,C,Upper Northwest,8.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,8,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=757, ,40.02387118242667,-75.16644430472788
A,1869,Hawthorne Cultural Center,1200 CARPENTER ST,Hawthorne Cultural Center, ,0, ,A11,A11.3,B3,C50,D18,Recreation Center,Y,Owned,Public use,PPR,781043100,CITY OF PHILA,0.0,0,0,0,1.02440297,C,South,2.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,1,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=758, ,39.93847627730859,-75.16354129793362
A,1870,Heitzman Recreation Center,2136 Castor Avenue,Heitzman Recreation Center, ,0, ,A11,A11.3,B3,C50,D18,Recreation Center,Y,Owned,Public use,PPR,786065300,CITY OF PHILA,0.0,0,0,0,2.91101694,C,River Wards,1.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,1,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=760, ,39.99776864991299,-75.09839738691782
A,1871,Heritage Park Playground,1511-17 W Clearfield Street,Heritage Park Playground, ,0, ,A11,A11.3,B3,C50,D11,Recreation Center,Y,Owned,Public use,PPR,111116405,CITY OF PHILA,0.0,0,0,0,0.65439498,C,North,8.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,8,N, , ,40.000675121805926,-75.155579548624
A,1883,Junod Park,3102 Mechanicsville Rd,Junod Park, ,0, ,A11,A11.3,B3,C50,D18,Recreation Center,Y,Owned,Public use,PPR,786322300,CITY OF PHILA,0.0,0,0,0,23.51589202,C,Lower Far Northeast,10.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,10,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=769, ,40.10386116496494,-74.96922004993236
A,1885,Kendrick Recreation Center,5822-24 Ridge Avenue,Kendrick Recreation Center, ,0, ,A11,A11.3,B3,C50,D18,Recreation Center,Y,Owned,Public use,PPR,784377900,CITY OF PHILA,0.0,0,0,0,8.03396797,C,Lower Northwest,4.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,4,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=771, ,40.028884045083444,-75.21169712019304
A,1886,Kingsessing Recreation Center,4901 Kingsessing Ave,Kingsessing Recreation Center, ,0, ,A11,A11.3,B3,C50,D18,Recreation Center,Y,Owned,Public use,PPR,783249500,CITY OF PHILA,0.0,0,0,0,9.15877628,C,University Southwest,3.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,3,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=773, ,39.94255294934517,-75.21742566000329
A,1887,Korean War Veteran's Memorial,109 SPRUCE ST,Korean War Veteran's Memorial, ,0, ,A11,A11.2,B3,C61, ,Square\Plaza,Y,Owned,Public use,PPR,051137350,CITY OF PHILA,0.0,0,0,0,1.30793702,C,Central,1.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,1,N, , ,39.94485707117697,-75.14348062222142
A,1888,Lackman Playground,800 Bartlett Street,Lackman Playground, ,0, ,A11,A11.3,B3,C50,D18,Recreation Center,Y,Owned,Public use,PPR,786031900,CITY OF PHILA,0.0,0,0,0,11.7208414,C,Upper Far Northeast,10.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,10,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=774, ,40.100633277634095,-75.03293696470833
A,1903,Markward Playground,400-16 S Taney Street,Markward Playground, ,0, ,A11,A11.3,B3,C50,D18,Recreation Center,Y,Owned,Public use,PPR,782814000,CITY OF PHILADELPHIA,0.0,0,0,0,4.09664297,C,Central,2.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,2,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=785, ,39.948168899706936,-75.18347184472546
A,1904,Max Myers Playground,1601 Hellerman St,Max Myers Playground, ,0, ,A11,A11.3,B3,C50,D18,Recreation Center,Y,Owned,Public use,PPR,786186150,CITY OF PHILA,0.0,0,0,0,12.36669445,C,Lower Northeast,7.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,6,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=803, ,40.03840154679191,-75.07028166312102
A,1905,Mayfair Playground,2901 Princeton Ave,Mayfair Playground, ,0, ,A11,A11.3,B3,C50,D18,Recreation Center,Y,Owned,Public use,PPR,786438600,SCHOOL DISTRICT OF PHILA,0.0,0,0,0,6.65540122,C,North Delaware,6.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,6,N, , ,40.04044316836633,-75.0534810571301
A,1906,Mcdevitt Recreation Center,3500 Crawford St,Mcdevitt Recreation Center, ,0, ,A11,A11.3,B3,C50,D18,Recreation Center,Y,Owned,Public use,PPR,785128110,CITY OF PHILA,0.0,0,0,0,7.21866893,C,North,4.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,4,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=790, ,40.009003572124534,-75.18668726492744
A,1907,McIlvain Playground,5200 Penn Street,McIlvain Playground, ,0, ,A11,A11.3,B3,C50,D18,Recreation Center,Y,Owned,Public use,PPR,786425800,CITY OF PHILA,0.0,0,0,0,3.85387396,C,Lower Northeast,7.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,6,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=791, ,40.024684681702574,-75.08002218649665
A,1908,Mcveigh Recreation Center,400-64 E Ontario Street,Mcveigh Recreation Center, ,0, ,A11,A11.3,B3,C50,D18,Recreation Center,Y,Owned,Public use,PPR,786349700,CITY OF PHILA,0.0,0,0,0,6.33902692,C,North,7.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,7,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=792, ,40.00001158212957,-75.1217191940864
A,1910,Miles Mack Playground,732-66 N 36th Street,Miles Mack Playground, ,0, ,A11,A11.3,B3,C50,D18,Recreation Center,Y,Owned,Public use,PPR,783639200,CITY OF PHILA,0.0,0,0,0,2.57714796,C,West,3.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,3,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=787, ,39.96770361682353,-75.19580654067163
A,1911,Mill Creek Playground,743-81 N 48th Street,Mill Creek Playground, ,0, ,A11,A11.3,B3,C50,D18,Recreation Center,Y,Owned,Public use,PPR,783708000,CITY OF PHILA,0.0,0,0,0,2.62664794,C,West,3.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,3,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=793, ,39.9658399819738,-75.2159956047526
A,1921,Northern Liberties,321 Fairmount Avenue,Northern Liberties, ,0, ,A11,A11.3,B3,C50,D18,Recreation Center,Y,Owned,Public use,PPR,781088700,CITY OF PHILA,0.0,0,0,0,0.65472799,C,Central,5.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,1,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=805, ,39.96278075976334,-75.14353843102029
A,1923,Hayes Playground,9800 Roosevelt Blvd.,Hayes Playground, ,0, ,A11,A11.3,B3,C50,D18,Recreation Center,Y,Owned,Public use,PPR,786462380,CITY OF PHILA,0.0,0,0,0,38.97547912,C,Upper Far Northeast,10.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,10,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=759, ,40.09137759950747,-75.02016672563838
A,1924,Olney Recreation Center,100 E Godfrey Avenue,Olney Recreation Center, ,0, ,A11,A11.3,B3,C50,D18,Recreation Center,Y,Owned,Public use,PPR,785242700,CITY OF PHILA,0.0,0,0,0,13.58283519,C,Upper North,9.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,9,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=806, ,40.04253853346621,-75.11687022077933
A,1925,Pachella Athletic Field,6899 HENRY AVE,Wissahickon Valley Park, ,0, ,A11,A11.3,B3,C3, ,Athletic Field\Soccer Field,Y,Owned,Public use,PPR,784175800,CITY OF PHILA,0.0,0,0,0,0.0,C,Lower Northwest,4.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,4,N, , ,40.04537015124779,-75.21656106796108
A,1926,Palmer Playground,11701 Thornton Road,Palmer Playground, ,0, ,A11,A11.3,B3,C50,D18,Recreation Center,Y,Owned,Public use,PPR, , ,0.0,0,0,0,74.1582489,C,Lower Far Northeast,10.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,10,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=807, ,40.097570255036544,-74.98878629615811
A,1927,Palumbo Recreation Center,700 S 09th Street,Palumbo Recreation Center, ,0, ,A11,A11.3,B3,C50,D18,Recreation Center,Y,Owned,Public use,PPR,781608700,CITY OF PHILA,0.0,0,0,0,3.22101497,C,Central,1.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,1,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=808, ,39.941365660284994,-75.15809138378584
A,1928,Panati Playground,3101-27 N 22nd Street,Panati Playground, ,0, ,A11,A11.3,B3,C50,D11,Recreation Center,Y,Owned,Public use,PPR,785734200,CITY OF PHILA,0.0,0,0,0,0.70142197,C,North,8.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,8,N, , ,40.00197111757031,-75.16594390881693
A,1939,Rittenhouse Town,5800 WISSAHICKON AVE,Rittenhouse Town, ,0, ,A11, ,B3,C79, ,Watershed\Conservation Park,Y,Owned,Public use,PPR,784484300,CITY OF PHILA,0.0,0,0,0,0.0,C,Lower Northwest,4.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,4,N, , ,40.02964182712725,-75.18986995250927
A,1940,River Field,302 N 24TH ST,River Field, ,0, ,A11,A11.2,B3,C30, ,Linear Park\Parkway,Y,Owned,Public use,PPR,782801500,CITY OF PHILA,0.0,0,0,0,6.79248094,C,Central,5.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,5,N, , ,39.96172810942564,-75.17899923588719
A,1943,Roosevelt Playground,4301 Levick Street,Roosevelt Playground, ,0, ,A11,A11.3,B3,C50,D18,Recreation Center,Y,Owned,Public use,PPR,786305000,CITY OF PHILA,0.0,0,0,0,5.4634428,C,North Delaware,6.0, , ,2012-08-28 00:00:00,PPR Data,2012-08-28 00:00:00,vm,0,0,6,N,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=822, ,40.02566909916051,-75.05404011590863
